work_id,row_number,normalized_title,resolved_title,existing_app_content_id,resolved_tmdb_id,resolved_media_type,duplicate_check_result,import_result,status_result,failure_reason
124,125,신입사관 구해령,신입사관 구해령,,90721,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
125,126,야마다 군과 Lv999의 사랑을 하다,야마다 군과 Lv999의 사랑을 하다,,208067,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
126,127,이 구역의 미친 X,이 구역의 미친 X,,125350,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
127,128,이세계 삼촌,이세계 삼촌,,127714,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
128,129,이세계에서 치트 스킬을 얻은 나는 현실 세계에서도 무쌍한다 ~레벨업이 인생을 바꿨다~,이세계에서 치트 스킬을 얻은 나는 현실 세계에서도 무쌍한다 ~레벨업이 인생을 바꿨다~,,208493,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
129,130,D.P.,D.P.,,110534,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
130,131,가석방심사관 이한신,가석방심사관 이한신,,236437,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
131,132,감자연구소,감자연구소,,254391,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
132,133,구경이,구경이,,129475,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
133,134,끝내주는 해결사,끝내주는 해결사,,222425,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
134,135,나는 모든 것을 【패리】한다 ~역착각의 세계 최강은 모험가가 되고 싶다~,나는 모든 것을 【패리】한다 ~역착각의 세계 최강은 모험가가 되고 싶다~,,238892,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
135,136,나의 완벽한 비서,나의 완벽한 비서,,233100,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
136,137,남이 될 수 있을까,남이 될 수 있을까,,213655,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
137,138,러브 미,러브 미,,275989,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
138,139,마슐,마슐,,204832,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
139,140,무인도의 디바,무인도의 디바,,216310,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
140,141,비밀은 없어,비밀은 없어,,211705,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
141,142,사내맞선,사내맞선,,154825,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
142,143,사장님을 잠금해제,사장님을 잠금해제,,155459,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
143,144,서울 자가에 대기업 다니는 김 부장 이야기,서울 자가에 대기업 다니는 김 부장 이야기,,275592,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
144,145,성검학원의 마검사,성검학원의 마검사,,136840,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
145,146,셀러브리티,셀러브리티,,131305,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
146,147,"신성한, 이혼","신성한, 이혼",,204241,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
147,148,신중용사 ~이 용사가 ZZANG센 주제에 너무 신중하다~,신중용사 ~이 용사가 ZZANG센 주제에 너무 신중하다~,,93256,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
148,149,실격문장의 최강현자,실격문장의 최강현자,,117884,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
149,150,쌍갑포차,쌍갑포차,,99491,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
150,151,아기가 생겼어요,아기가 생겼어요,afc05ffd-b3e7-463e-86d7-1d35a21a4607,,,existing_app_match,dry_run_existing_status_update,would_update_completed,
151,152,아무것도 하고 싶지 않아,아무것도 하고 싶지 않아,,197078,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
152,153,약사의 혼잣말,약사의 혼잣말,,220542,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
153,154,언젠가는 슬기로울 전공의생활,언젠가는 슬기로울 전공의생활,,235355,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
154,155,엄마친구아들,엄마친구아들,4a1515a9-1106-4062-9bce-24c078cdfcc3,,,existing_app_match,dry_run_existing_status_update,would_update_completed,
155,156,연예인 매니저로 살아남기,연예인 매니저로 살아남기,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=105, second=104"
156,157,오늘부터 인간입니다만,오늘부터 인간입니다만,1a03e470-7dac-48cd-a52f-56ce775676a3,,,existing_app_match,dry_run_existing_status_update,would_update_completed,
157,158,이 사랑 통역 되나요?,이 사랑 통역 되나요?,,229891,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
158,159,이번 생도 잘 부탁해,이번 생도 잘 부탁해,,154824,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
159,160,이세계 약국,이세계 약국,,129195,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
160,161,이세계 유유자적 농가,이세계 유유자적 농가,,196285,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
161,162,이케부쿠로 웨스트 게이트 파크,이케부쿠로 웨스트 게이트 파크,cfcaeb04-eddb-4222-9ece-0677f250feaa,,,existing_app_match,dry_run_existing_status_update,would_update_completed,
162,163,작은 아씨들,작은 아씨들,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=104, second=104"
163,164,"전생 귀족, 감정 스킬로 성공하다","전생 귀족, 감정 스킬로 성공하다",,237150,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
164,165,전생했더니 검이었습니다,전생했더니 검이었습니다,,134667,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
165,166,즉사 치트가 너무 최강이라 이세계 녀석들이 전혀 상대가 되지 않습니다만,즉사 치트가 너무 최강이라 이세계 녀석들이 전혀 상대가 되지 않습니다만,,236144,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
166,167,체인소 맨,체인소 맨,,114410,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
167,168,터무니없는 스킬로 이세계 방랑 밥,터무니없는 스킬로 이세계 방랑 밥,,213402,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
168,169,트라이,트라이,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=71, second=71"
169,170,폭군의 셰프,폭군의 셰프,,280945,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
170,171,프로보노,프로보노,,284744,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
171,172,환생했는데 제7왕자라 내 맘대로 마술을 연마합니다,환생했는데 제7왕자라 내 맘대로 마술을 연마합니다,,213830,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
172,173,MIU404,MIU404,,106524,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
173,174,가족X멜로,가족X멜로,,258707,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
174,175,그랑 메종 도쿄,그랑 메종 도쿄,,95718,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
175,176,도망을 잘 치는 도련님,도망을 잘 치는 도련님,,222623,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
176,177,슬기로운 의사생활,슬기로운 의사생활,,96102,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
177,178,약한영웅,약한영웅,d67482e4-561e-46cf-88b4-7952b6ee7d5d,,,existing_app_match,dry_run_existing_status_update,would_update_completed,
178,179,이세계는 스마트폰과 함께,이세계는 스마트폰과 함께,,72505,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
179,180,최애의 아이,최애의 아이,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=104, second=96"
180,181,퀸메이커,퀸메이커,,139280,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
181,182,굿 럭!!,굿 럭!!,,2146,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
182,183,극주부도,극주부도,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=105, second=104"
183,184,글리치,글리치,,136699,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
184,185,노무사 노무진,노무사 노무진,,233221,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
185,186,놀아주는 여자,놀아주는 여자,,215000,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
186,187,닥터슬럼프,닥터슬럼프,,222233,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
187,188,닭강정,닭강정,,206686,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
188,189,당신의 맛,당신의 맛,,281006,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
189,190,멜로무비,멜로무비,,243964,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
190,191,부적절한 것도 정도가 있어!,부적절한 것도 정도가 있어!,,241795,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
191,192,소년심판,소년심판,,112833,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
192,193,아이 러브 유,아이 러브 유,,240581,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
193,194,언더커버,언더커버,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=105, second=104"
194,195,연애대전,연애대전,,137094,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
195,196,오늘부터 우리는!!,오늘부터 우리는!!,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=104, second=104"
196,197,월간남친,월간남친,,281016,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
197,198,인간수업,인간수업,,90814,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
198,199,종이달,종이달,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=104, second=104"
199,200,지금 거신 전화는,지금 거신 전화는,,253905,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
200,201,지옥락,지옥락,,117465,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
201,202,킹덤,킹덤,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=105, second=105"
202,203,트리거,트리거,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=104, second=104"
203,204,귀멸의 칼날,귀멸의 칼날,02b2b835-938e-4d8c-ac8e-a70f2eda65eb,,,existing_app_match,dry_run_existing_status_update,would_update_completed,
204,205,대환장 기안장,대환장 기안장,,256355,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
205,206,도적,도적,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=70, second=70"
206,207,마인,마인,,124426,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
207,208,먹보와 털보,먹보와 털보,,134958,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
208,209,우리들의 발라드,우리들의 발라드,,301379,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
209,210,이두나!,이두나!,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=104, second=104"
210,211,이혼 좀 합시다,이혼 좀 합시다,,216223,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
211,212,일본 침몰 -희망의 사람-,일본 침몰 -희망의 사람-,,135144,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
212,213,조금만 초능력자,조금만 초능력자,,298706,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
213,214,탄금,탄금,,224819,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
214,215,19번째 카르테,19번째 카르테,5710ae7d-b006-4afe-839c-4a7e85174fc6,,,existing_app_match,dry_run_existing_status_update,would_update_completed,
215,216,The 8 Show,The 8 Show,,156484,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
216,217,VIVANT,VIVANT,,218038,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
217,218,가치아쿠타,가치아쿠타,,256721,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
218,219,닌자의 집,닌자의 집,,210098,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
219,220,더 패뷸러스,더 패뷸러스,,135155,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
220,221,레이디 두아,레이디 두아,,273977,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
221,222,로맨틱 어나니머스,로맨틱 어나니머스,86aedcfb-cb04-489c-b989-66f34634d06c,,,existing_app_match,dry_run_existing_status_update,would_update_completed,
222,223,리키시,리키시,,210269,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
223,224,마이 네임,마이 네임,,110356,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
224,225,블랙 페앙,블랙 페앙,,79289,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
225,226,사마귀,사마귀,,73613,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
